Max Fitness,Average Fitness,Generation Number
810263.44,0.6314776,0
735427.5,0.6984735,1
814397.7,0.69161016,2
715731.75,0.7284581,3
793712.1,0.711969,4
718881.8,0.69709635,5
791729.3,0.7207529,6
750814.94,0.789225,7
808038.7,0.6175356,8
790128.3,0.7180261,9
829484.0,0.6488235,10
769342.3,0.69437075,11
898922.06,0.67423594,12
722385.6,0.6906902,13
762824.0,0.6354801,14
856618.44,0.63643724,15
716840.06,0.7169832,16
773579.1,0.6555088,17
754809.25,0.6627181,18
838794.94,0.66622084,19
788232.94,0.5547981,20
846337.06,0.59485173,21
800202.7,0.68822753,22
692731.25,0.6453506,23
758777.9,0.77131736,24
863075.1,0.6780832,25
677683.0,0.7447435,26
764545.6,0.6796339,27
758584.56,0.688372,28
874366.75,0.6095717,29
916794.9,0.6229437,30
807539.0,0.6657695,31
744203.94,0.69325423,32
841026.4,0.60769415,33
895322.56,0.612859,34
830269.75,0.6080976,35
829505.5,0.44618475,36
847931.6,0.6606047,37
805635.5,0.68872017,38
722460.4,0.64407384,39
749336.7,0.5909334,40
780212.56,0.69788396,41
807050.06,0.60506076,42
885415.06,0.63662416,43
750694.3,0.6154527,44
772039.3,0.68361557,45
786959.3,0.7191291,46
790872.0,0.6089424,47
838221.9,0.6624926,48
707032.06,0.75609815,49
810745.94,0.67848235,50
882959.7,0.6012109,51
774183.75,0.67751867,52
806847.5,0.7350102,53
741585.25,0.7157756,54
771166.44,0.8320038,55
824438.6,0.6499056,56
827463.56,0.68245244,57
841471.44,0.6092437,58
754293.56,0.74703264,59
878696.25,0.60724515,60
745312.06,0.7042278,61
723201.9,0.71100235,62
852421.6,0.73828727,63
743727.0,0.74805444,64
923726.6,0.6445334,65
702296.8,0.7491574,66
909812.3,0.67032355,67
701528.75,0.7587594,68
840417.5,0.69467217,69
817430.1,0.7724375,70
893393.25,0.5961983,71
827341.8,0.6737481,72
752897.3,0.6890194,73
756890.6,0.73243105,74
821734.3,0.7230326,75
805814.75,0.61775744,76
887205.5,0.5460527,77
840389.6,0.68006426,78
853314.1,0.6231119,79
909517.4,0.65964615,80
759221.94,0.73820525,81
