gen,max fit,avg fit,med fit
0,0.6276138,0.13003983,0.10185641050338745
1,1.1578811,0.20772861,0.11230630427598953
2,1.943783,0.21365531,0.14169298112392426
3,3.260524,0.20585121,0.16331128776073456
4,2.6882725,0.16836469,0.10475537925958633
5,2.3245487,0.3055345,0.23383794724941254
6,2.830819,0.2467452,0.17092931270599365
7,2.3343794,0.3763336,0.28234076499938965
8,3.2174864,0.34817076,0.2809982895851135
9,2.8417606,0.35036403,0.28524482250213623
10,2.2753122,0.41337267,0.26745250821113586
11,2.8781028,0.4713865,0.28932857513427734
12,3.1665304,0.31125727,0.1667732298374176
13,3.074407,0.5200129,0.4142637848854065
14,3.101625,0.2598257,0.1694481372833252
15,2.4421318,0.5516943,0.5930410027503967
16,3.0484412,0.4183659,0.37872448563575745
17,2.8255064,0.35368744,0.17882093787193298
18,2.9587948,0.3305173,0.17000310122966766
19,2.885637,0.4907267,0.42937567830085754
20,1.8514282,0.4909281,0.4283892810344696
21,3.2113671,0.38798377,0.32503435015678406
22,2.9291527,0.541967,0.4684429168701172
23,2.679286,0.5514128,0.47148799896240234
24,3.1376328,0.40113238,0.30596739053726196
25,2.8790932,0.5254117,0.6016225814819336
26,2.8427465,0.530317,0.4933534562587738
27,3.257551,0.49625483,0.3582567572593689
28,3.1934566,0.5517809,0.5842520594596863
29,2.9044795,0.43070367,0.4408712685108185
30,1.915932,0.48444533,0.4491592347621918
31,2.5843484,0.48927897,0.5053544044494629
32,2.8855703,0.44391006,0.31567448377609253
33,1.8845298,0.47109014,0.48906102776527405
34,1.5318702,0.41806984,0.3759053945541382
35,2.892122,0.36902228,0.18268591165542603
36,2.0504305,0.57960415,0.6970409154891968
37,2.253628,0.5491607,0.498989999294281
38,1.7230589,0.50255865,0.4475085437297821
39,1.8402829,0.38460654,0.39555782079696655
40,1.8990383,0.5358507,0.5629382133483887
41,2.0280023,0.5231038,0.5404967665672302
42,3.3691065,0.40718216,0.47675007581710815
43,2.9251614,0.5197315,0.4640653729438782
44,2.1826127,0.461146,0.4442894458770752
45,1.5472615,0.2882945,0.2655607759952545
46,3.2663538,0.30824944,0.18888169527053833
47,2.9811075,0.45720568,0.33267977833747864
48,2.3688705,0.42325386,0.42241865396499634
49,2.0781178,0.4942105,0.42282038927078247
50,2.3760674,0.46814823,0.4366838037967682
51,2.0457807,0.36807683,0.34945225715637207
52,2.5544348,0.48785812,0.36560148000717163
53,3.1823301,0.35066444,0.28143376111984253
54,2.6322207,0.34290263,0.308030366897583
55,2.479772,0.48791212,0.45941728353500366
56,1.9630373,0.4150982,0.35881608724594116
