Max Fitness,Average Fitness,Generation Number
801512.1,0.69464093,0
861918.1,0.64762366,1
747536.56,0.72366023,2
720212.1,0.6724221,3
810452.75,0.72911775,4
812086.56,0.6572718,5
864447.44,0.41468766,6
638382.94,0.78776,7
752210.6,0.69204247,8
775233.6,0.6460376,9
869023.44,0.44396672,10
713827.06,0.7544146,11
753171.1,0.6890142,12
732503.7,0.64263856,13
786725.94,0.70399374,14
811314.7,0.76263344,15
700021.0,0.8348832,16
715255.2,0.777565,17
701477.0,0.71327645,18
693237.3,0.63889277,19
720471.06,0.76695627,20
751766.56,0.76809466,21
750587.7,0.78212565,22
687566.25,0.817918,23
798147.5,0.745322,24
784122.56,0.7640804,25
668115.25,0.7383616,26
784654.44,0.6845858,27
807969.9,0.66673005,28
799509.56,0.6866082,29
718201.75,0.75201434,30
755396.4,0.6598489,31
769073.4,0.6135633,32
862538.44,0.6441476,33
744529.06,0.60856515,34
786396.56,0.57557696,35
828119.75,0.63976663,36
812010.9,0.5536369,37
918455.25,0.5478568,38
762415.56,0.6803826,39
835441.56,0.6602123,40
826666.8,0.68150026,41
690314.06,0.6679407,42
850638.25,0.59107554,43
796451.44,0.7160026,44
755188.1,0.75381356,45
833501.2,0.67919767,46
819772.7,0.59425867,47
884086.56,0.593605,48
638493.6,0.80834407,49
708188.06,0.758712,50
892149.7,0.7131422,51
825089.1,0.6111433,52
818298.25,0.7315457,53
803209.5,0.73399526,54
805831.94,0.7136534,55
783657.25,0.65489125,56
815347.56,0.60235524,57
942028.0,0.52178293,58
683829.25,0.66930425,59
803448.2,0.64112455,60
815189.1,0.70594525,61
742381.8,0.6864499,62
823576.9,0.6741896,63
756084.0,0.6886025,64
736007.2,0.76398164,65
791365.7,0.7240477,66
796456.1,0.66787875,67
748793.25,0.7519537,68
819301.8,0.74122125,69
861819.1,0.67902774,70
849056.6,0.7877483,71
699755.9,0.70937955,72
793623.0,0.7288778,73
842311.4,0.7321244,74
881455.1,0.6258984,75
886008.4,0.6044815,76
848616.5,0.6843524,77
794858.06,0.59126437,78
823737.06,0.719465,79
791624.75,0.7601244,80
695244.0,0.68786025,81
752802.6,0.7337785,82
719223.94,0.39811286,83
867135.4,0.70977956,84
689933.4,0.70802665,85
768010.56,0.6786813,86
810055.6,0.68994844,87
800698.1,0.72818834,88
755577.9,0.7468414,89
812955.3,0.6488821,90
778994.75,0.6722066,91
713363.1,0.7139806,92
871048.06,0.6483751,93
