gen,max fit,avg fit,med fit
0,0.62603843,0.16194212,0.10101648047566414
1,0.59667313,0.19023815,0.11167970672249794
2,0.81407875,0.40512824,0.31459155678749084
3,0.84334224,0.36994636,0.2904610186815262
4,0.707017,0.3949678,0.36812639236450195
5,0.7131736,0.41431984,0.3805467039346695
6,0.84580076,0.43731907,0.3858274817466736
7,0.7609579,0.3573634,0.3295730799436569
8,1.1637813,0.28205648,0.2321367785334587
9,1.3730664,0.4030987,0.3683726340532303
10,1.487423,0.33539662,0.3189026117324829
11,2.6460192,0.18909603,0.1658284291625023
12,2.7308745,0.19612996,0.07565354183316231
13,2.149561,0.3124645,0.26797421276569366
14,2.3157058,0.37503493,0.2247772514820099
15,0.94200265,0.38670865,0.26096732914447784
16,2.4445114,0.29746345,0.23789142817258835
17,1.6083897,0.6005245,0.6293014585971832
18,2.2262554,0.3497338,0.2737608402967453
19,3.4010108,0.3172197,0.2608800679445267
20,2.5221963,0.23758301,0.1744273602962494
21,1.9583049,0.55493057,0.5625382661819458
22,2.3395164,0.5921449,0.6776391565799713
23,2.0132337,0.5640553,0.6340326964855194
24,2.891812,0.59195876,0.6087987720966339
25,2.798625,0.46910846,0.5320109128952026
26,2.4819047,0.33197314,0.2849797308444977
27,3.2656457,0.3146259,0.16176380962133408
28,3.0375576,0.38974106,0.23683371394872665
29,2.4218552,0.55129087,0.5702008605003357
30,3.0345073,0.5170546,0.31716659665107727
31,2.7135038,0.50823194,0.5505945384502411
32,2.4395049,0.48687136,0.5290822982788086
33,2.7323515,0.45561182,0.5341267734766006
34,2.0140944,0.5100361,0.5180071592330933
35,1.7389936,0.5002352,0.5034075081348419
36,2.7991834,0.29870933,0.29658059775829315
37,2.1226206,0.5880334,0.54360631108284
38,2.6721213,0.6335194,0.6916159093379974
39,1.6534767,0.5183104,0.5605790913105011
40,2.820789,0.33972296,0.16333547979593277
41,1.8009412,0.68392855,0.8140201568603516
42,2.1508522,0.6384719,0.7751801908016205
43,2.5827749,0.38292658,0.4037451148033142
44,1.4817262,0.34958944,0.303230419754982
45,1.7611692,0.32147366,0.318991482257843
46,2.2788491,0.3942087,0.3574438691139221
47,1.5990779,0.4600913,0.4173757880926132
48,2.3421407,0.53078073,0.5655396282672882
49,2.0030227,0.3529566,0.3668258935213089
50,2.8836355,0.44680372,0.41097956895828247
51,1.9902456,0.5670937,0.6709215641021729
52,2.5383883,0.49114,0.4159858226776123
53,2.668314,0.46489012,0.2377796471118927
54,2.5449107,0.61662537,0.5974727272987366
55,2.7926002,0.45128465,0.3628372400999069
56,2.0360017,0.49698848,0.31277860701084137
57,2.1122184,0.39829868,0.32509738206863403
58,2.3593137,0.6417988,0.7365013659000397
59,1.2900951,0.57269275,0.5636229515075684
60,2.092573,0.5225361,0.40887191891670227
61,1.916941,0.39939865,0.4233693778514862
62,2.2047513,0.63819027,0.7357536256313324
63,2.3463843,0.5248601,0.4081730991601944
64,1.4799131,0.6917661,0.7587916851043701
65,2.3667884,0.50859314,0.47063376009464264
66,1.8148335,0.5327785,0.5530793070793152
67,0.8050969,0.28835192,0.25800593197345734
68,1.3190086,0.60983616,0.7015224397182465
69,2.6957285,0.5074513,0.5596851110458374
70,2.8108788,0.42591676,0.25343380868434906
71,3.1526732,0.6178243,0.6501294374465942
72,2.3811352,0.5917702,0.7358489036560059
73,3.2173896,0.41122115,0.14294815808534622
74,2.585993,0.49575356,0.39919084310531616
75,2.286553,0.54780084,0.61610147356987
76,1.838931,0.67228717,0.6813355386257172
77,2.777459,0.4254617,0.18235556781291962
78,2.6942008,0.60339564,0.6043002009391785
79,1.4691705,0.4591498,0.33040282130241394
80,2.267497,0.69142187,0.7693513631820679
81,3.128911,0.42168978,0.5227033197879791
82,1.9940107,0.34768525,0.28415699303150177
83,2.7954788,0.4669687,0.4620760828256607
84,2.8218412,0.47933173,0.39211051166057587
85,3.0514686,0.48139393,0.5091700553894043
86,1.9301804,0.4718589,0.4709705114364624
87,2.3651857,0.54835635,0.43259526789188385
88,2.0668936,0.38620815,0.2898213267326355
89,2.1632907,0.6014656,0.6155047118663788
90,2.811151,0.490109,0.46582601964473724
91,1.3944215,0.39359784,0.34024348855018616
92,2.1490746,0.36238512,0.2665249705314636
93,2.0540524,0.59752893,0.3918650895357132
94,2.8095176,0.5351558,0.7362146079540253
95,3.1544003,0.51440024,0.3886284977197647
96,1.747903,0.37050384,0.34139716625213623
97,2.2692297,0.51178324,0.3299558758735657
98,2.8071434,0.6388066,0.7510671615600586
99,1.9689965,0.49204993,0.5000851601362228
100,2.5193894,0.3882622,0.2614638954401016
101,2.1234336,0.38589555,0.3313702493906021
102,1.528659,0.48434854,0.5060981661081314
103,1.5972483,0.56620246,0.5596545338630676
