Max Fitness,Average Fitness,Generation Number
2.4373863,0.16181855,0
5.5555854,0.14605372,1
6.503017,0.31032237,2
5.927743,0.3651679,3
7.170821,0.450878,4
5.465494,0.49810058,5
7.2400594,0.45426595,6
7.6038437,0.5431788,7
6.9275665,0.42816094,8
7.637398,0.47931752,9
7.371373,0.41708428,10
6.285135,0.4052565,11
6.2729373,0.47464788,12
6.241268,0.41367516,13
8.1769285,0.5334063,14
5.9760933,0.4193651,15
5.899628,0.5492576,16
6.7523575,0.5110778,17
7.216664,0.49576318,18
5.922857,0.4805292,19
4.658417,0.5180652,20
7.4166784,0.44658116,21
5.5488358,0.48528603,22
6.1332016,0.4922158,23
7.7789507,0.40128526,24
4.927186,0.4816461,25
5.63738,0.48981065,26
5.450135,0.384013,27
