Max Fitness,Average Fitness,Generation Number
819047.9,0.585179,0
820893.56,0.60682493,1
754997.1,0.6463411,2
768183.3,0.67314506,3
716539.44,0.6707909,4
756132.25,0.6556171,5
788023.25,0.6853033,6
801322.7,0.61018,7
787775.44,0.6894075,8
797308.8,0.7375183,9
802886.1,0.68914086,10
842131.3,0.6581195,11
881819.25,0.60286444,12
832938.2,0.6879209,13
882447.5,0.5720732,14
804751.9,0.67261374,15
694922.0,0.70948964,16
776229.06,0.7458151,17
773976.1,0.67410314,18
714624.5,0.6733083,19
863048.75,0.6632217,20
1011049.25,0.57782876,21
859069.3,0.57473934,22
809569.94,0.6417607,23
764460.44,0.68350875,24
819571.4,0.6823875,25
750899.75,0.7368587,26
853927.06,0.61560625,27
808674.44,0.65699023,28
819978.7,0.64410037,29
820972.56,0.64235044,30
820208.94,0.60154116,31
882133.3,0.6368727,32
867597.06,0.63108844,33
807467.94,0.62950486,34
721412.94,0.738425,35
853981.2,0.70079786,36
877395.2,0.6315616,37
806665.3,0.6509256,38
810984.5,0.5381924,39
811767.2,0.65654516,40
897418.8,0.59969884,41
905066.3,0.6352153,42
773137.4,0.6643619,43
896680.25,0.68963027,44
820397.9,0.60546416,45
842309.75,0.65365356,46
860075.75,0.6617054,47
751213.0,0.6090575,48
713802.56,0.7416333,49
773622.7,0.59542215,50
850680.8,0.66523683,51
818218.4,0.7231002,52
754140.3,0.72207177,53
805716.1,0.58597034,54
931743.94,0.57836187,55
781850.1,0.5914209,56
857723.5,0.65577364,57
720809.75,0.6951348,58
892292.94,0.66470736,59
825406.94,0.70637393,60
797871.5,0.6405227,61
808934.56,0.6225755,62
778967.9,0.6334477,63
807497.4,0.720014,64
780053.1,0.6077547,65
830423.75,0.70350915,66
803080.8,0.58092844,67
898684.6,0.6011453,68
895372.5,0.6846843,69
768187.44,0.71427727,70
674794.5,0.74394196,71
782123.1,0.6201638,72
804331.1,0.68498194,73
804518.06,0.6734823,74
831360.56,0.7313341,75
836491.25,0.6177687,76
832031.25,0.74430054,77
825380.6,0.690473,78
666272.44,0.6638797,79
919972.25,0.62333864,80
753475.0,0.688874,81
800153.8,0.763344,82
746652.4,0.6899659,83
725678.3,0.6338694,84
841985.1,0.46718478,85
637143.06,0.81757116,86
795060.9,0.7374913,87
689242.8,0.72004515,88
726498.3,0.7421715,89
791294.44,0.73769987,90
719096.94,0.721863,91
718987.5,0.7284439,92
748130.2,0.72794455,93
734956.0,0.7632346,94
805563.94,0.71028113,95
718075.25,0.7413652,96
767215.9,0.67079806,97
743174.9,0.7499592,98
865387.44,0.7428115,99
822769.06,0.6200914,100
789014.44,0.60740256,101
708993.1,0.7825314,102
754091.8,0.69884187,103
769416.7,0.6712768,104
772739.8,0.70518357,105
715046.75,0.6920934,106
822474.94,0.7158811,107
826279.6,0.6225399,108
799329.44,0.7039158,109
789163.1,0.69330645,110
736598.6,0.6189131,111
842802.94,0.6633815,112
797912.4,0.65188324,113
869101.94,0.61166,114
802128.94,0.6801044,115
884199.8,0.6323284,116
803143.6,0.58799344,117
809961.25,0.6606247,118
814136.5,0.625102,119
755757.0,0.76367414,120
741224.2,0.66266894,121
741450.5,0.7335053,122
831253.3,0.6840087,123
772066.44,0.6723535,124
869325.9,0.5914607,125
875284.56,0.60703397,126
740574.9,0.72662526,127
789469.4,0.6486069,128
870386.3,0.62156475,129
763285.8,0.63527495,130
789550.75,0.7636304,131
811349.44,0.67477465,132
786533.2,0.6601203,133
933434.44,0.6003889,134
814278.3,0.68277353,135
834503.75,0.6555231,136
780723.56,0.64137423,137
841096.0,0.65028363,138
766290.25,0.6731622,139
869294.75,0.6353138,140
858440.44,0.62594557,141
883196.4,0.5962774,142
790020.9,0.69116217,143
