Max Fitness,Average Fitness,Generation Number
0.0276039,0.12065917,0
0.03317979,0.14912555,1
0.041698415,0.2727808,2
0.04122066,0.53958523,3
0.06382941,0.5194896,4
0.07222177,0.48004463,5
0.06430232,0.4352339,6
0.042470977,0.4241125,7
0.031975396,0.5195421,8
0.058909357,0.35579985,9
0.042035405,0.56732863,10
0.029348774,0.48970604,11
0.05729984,0.455046,12
0.059386995,0.3545895,13
0.076120034,0.47585404,14
0.039011456,0.2867509,15
0.026209217,0.62554616,16
0.026483756,0.57196283,17
0.07183264,0.18698007,18
0.07310924,0.5543297,19
0.053513817,0.42462188,20
0.06365123,0.20958237,21
0.046479747,0.54462135,22
0.046667147,0.41622517,23
0.03194801,0.51700133,24
0.0744386,0.52955145,25
0.08250481,0.6218451,26
0.054349583,0.62369365,27
0.06356954,0.4561976,28
0.046078987,0.57989967,29
0.07446258,0.52222556,30
0.035886414,0.38331932,31
0.071566835,0.47342986,32
0.051799502,0.22535999,33
0.078435384,0.554698,34
0.07495194,0.5385571,35
0.07828668,0.5186665,36
