Max Fitness,Average Fitness,Generation Number
0.91079074,0.26042446,0
0.28589603,0.48564717,1
1.7994702,0.19907643,2
2.1807547,0.13775483,3
1.6162598,0.14675145,4
0.5039605,0.35171464,5
1.1413498,0.20649207,6
0.8047523,0.20783558,7
2.362957,0.15231489,8
0.72679305,0.3542511,9
2.089599,0.21020406,10
0.74232644,0.23795994,11
0.77832705,0.38119102,12
2.9672847,0.15239227,13
1.6635728,0.23151198,14
1.1173508,0.41029724,15
0.7747657,0.3734156,16
1.2190723,0.15879935,17
1.8897974,0.29036617,18
0.4767692,0.7097587,19
0.68992174,0.6700027,20
0.48455274,0.7599291,21
2.2153935,0.2055012,22
0.502615,0.8205769,23
