Max Fitness,Average Fitness,Generation Number
0.01,0.23981652,0
0.01,0.49664468,1
0.01,0.25100574,2
0.01,0.2580242,3
0.01,0.2166643,4
0.01,0.43420243,5
0.01,0.24111311,6
0.01,0.39603359,7
0.01,0.27428514,8
0.01,0.25392568,9
0.01,0.57465196,10
0.01,0.111708194,11
0.01,0.261558,12
0.01,0.4994045,13
0.01,0.45377627,14
0.01,0.4783822,15
0.0048215594,0.6661859,16
0.01,0.6044419,17
0.010969317,0.47268948,18
0.015749225,0.42607403,19
0.01,0.3732234,20
0.013862371,0.44654223,21
0.017050019,0.37184757,22
0.01,0.2955109,23
0.023430083,0.19842817,24
0.018372757,0.52621275,25
0.016291345,0.54792136,26
0.017526494,0.42443413,27
0.01,0.3079465,28
0.017961051,0.3765072,29
0.022794994,0.45491466,30
0.015807455,0.59361136,31
0.019977145,0.62806475,32
0.03420568,0.24931961,33
0.02154113,0.4431414,34
0.019989714,0.49513984,35
0.03961385,0.38281867,36
0.039995164,0.44395256,37
0.03239267,0.5465381,38
0.032398514,0.4411838,39
0.027185472,0.66050965,40
0.022860074,0.45556128,41
0.020222733,0.63744086,42
0.04692132,0.4013991,43
0.029646479,0.49757245,44
0.024033435,0.4439887,45
0.026419898,0.56404513,46
0.010215168,0.5287736,47
0.033855025,0.50320435,48
0.031555887,0.64840156,49
0.017664326,0.54446876,50
0.018385638,0.51843214,51
0.03572487,0.40335923,52
0.029927097,0.4685823,53
0.036026835,0.44846082,54
0.029383436,0.5550088,55
0.026338989,0.4485722,56
0.025528982,0.3996846,57
0.03695363,0.4533948,58
0.028102005,0.6261495,59
0.03705201,0.34636897,60
0.026453098,0.2897586,61
0.021034053,0.32868785,62
0.032475922,0.57994264,63
0.035218935,0.60395014,64
0.039834343,0.40805268,65
0.031869814,0.52627313,66
0.04647246,0.43111542,67
0.035030495,0.5596268,68
0.044326052,0.49229872,69
0.031044321,0.55561966,70
0.025872847,0.45071298,71
0.0355193,0.59936166,72
0.029276133,0.52767587,73
0.031886254,0.4903586,74
0.04557044,0.5125041,75
0.031174516,0.5968605,76
0.026572775,0.61747164,77
0.014737402,0.65896773,78
0.04973516,0.56681573,79
0.03396929,0.60691065,80
0.05283667,0.32579708,81
0.04298773,0.63537663,82
0.037440572,0.5004804,83
0.047135454,0.5086831,84
0.04369211,0.61647207,85
0.022819787,0.5526147,86
0.03596093,0.12101673,87
0.044528954,0.5517756,88
0.034212463,0.44900334,89
0.02671032,0.60586226,90
0.026806701,0.4456031,91
0.049880356,0.5317839,92
0.032712914,0.5691006,93
0.034076147,0.6690259,94
0.024104767,0.58035123,95
0.030669423,0.6038072,96
0.04274263,0.39948842,97
0.033528753,0.5367255,98
0.041579247,0.5792857,99
0.034102645,0.50051045,100
0.05528245,0.6048777,101
0.017452944,0.5892818,102
0.031516142,0.35357106,103
0.023741337,0.6919491,104
0.040882673,0.6681448,105
0.031654414,0.6472071,106
0.016689444,0.45470282,107
0.034748208,0.4949623,108
0.046273865,0.3100463,109
0.035914376,0.5589768,110
0.028732318,0.21664253,111
0.037566233,0.3544318,112
0.036597975,0.63376063,113
0.05423212,0.5572753,114
0.032683995,0.64069766,115
0.06248504,0.41609642,116
0.05297187,0.29527715,117
0.03958638,0.49096665,118
0.016820718,0.3251192,119
0.04202685,0.581713,120
0.026395082,0.630903,121
0.01,0.5019807,122
0.02393458,0.47992375,123
0.06583845,0.2882922,124
0.037173312,0.49999806,125
0.07268821,0.41158924,126
0.060268257,0.47032413,127
0.050387006,0.6011912,128
0.05393966,0.5515827,129
0.08054921,0.63769865,130
