gen,max fit,avg fit,med fit
0,0.49177536,0.22439696,0.10015246272087097
1,0.68768275,0.2142552,0.13105400651693344
2,2.3430438,0.22063062,0.08722011744976044
3,1.9778628,0.3759396,0.3808455318212509
4,2.3160605,0.3406727,0.19748644530773163
5,2.20354,0.45506504,0.3807173818349838
6,2.9350328,0.32347143,0.25715795159339905
7,2.2247121,0.50584453,0.48508185148239136
8,2.6481025,0.22502558,0.13985088467597961
9,2.023767,0.43536112,0.41110461950302124
10,3.1225526,0.33283308,0.2920440435409546
11,1.5921602,0.29053202,0.20426476001739502
12,1.1728665,0.54680806,0.4922982156276703
13,2.4301007,0.5216269,0.48882701992988586
14,2.6987202,0.39909792,0.4112503081560135
15,2.3389037,0.590484,0.6458497643470764
16,1.8926312,0.22206047,0.11250234767794609
17,1.8361853,0.34078574,0.313482403755188
18,2.2615635,0.39140186,0.2983573377132416
19,2.7313554,0.36181605,0.20090042799711227
20,2.0711265,0.4894335,0.39956724643707275
21,2.5428088,0.48296997,0.45724666118621826
22,2.1000192,0.46333912,0.43461862206459045
23,1.7316074,0.43722117,0.38492451608181
24,2.9877634,0.45774183,0.4839710146188736
25,3.1212611,0.5085244,0.5463865399360657
26,1.8493161,0.51763344,0.42835497856140137
27,3.0446877,0.31295097,0.22091704607009888
28,3.0337763,0.6530667,0.7627379596233368
29,2.3580382,0.43211484,0.41675087809562683
30,1.7415916,0.5657419,0.5923319458961487
31,2.7754543,0.4516445,0.3751956522464752
32,1.8770992,0.5206206,0.5010489225387573
33,1.9943608,0.42653218,0.4113549590110779
34,2.2558937,0.56229764,0.5860567390918732
35,2.0863197,0.5232405,0.5084660947322845
36,2.6700826,0.44535977,0.42877447605133057
37,2.7632926,0.52591753,0.552691787481308
38,3.1435926,0.5436982,0.6778634786605835
39,3.1310928,0.41884837,0.22639517486095428
40,2.894613,0.32588965,0.2285536378622055
41,2.6266065,0.43627858,0.33893831074237823
42,3.1092014,0.3814335,0.20711445808410645
43,2.1791883,0.57829887,0.6004963219165802
44,2.3461485,0.63376707,0.719767838716507
45,3.3186069,0.4211748,0.18534502387046814
46,2.624309,0.30767035,0.17052936553955078
47,2.5356255,0.39027727,0.3239141255617142
48,2.964331,0.2916897,0.18871571868658066
49,2.109437,0.4201457,0.30389784276485443
50,2.9865098,0.4331864,0.45231176912784576
51,2.8496153,0.59152746,0.6307861506938934
52,2.8821611,0.4746704,0.47441913187503815
53,2.9437647,0.44214043,0.3481440544128418
54,3.0278702,0.60685164,0.6731894612312317
55,1.7776269,0.39538437,0.3328424245119095
56,1.6509466,0.41327068,0.38248614966869354
57,2.04775,0.59018195,0.6803134381771088
58,2.1974318,0.33936957,0.3598896265029907
59,2.2920392,0.37581813,0.3591892272233963
60,2.338187,0.33640292,0.344803050160408
61,3.4484715,0.444465,0.38702860474586487
62,2.6360078,0.3007535,0.2113458588719368
63,2.5154543,0.33391398,0.31808237731456757
64,2.9921288,0.5488004,0.5960833132266998
65,3.2135134,0.44911063,0.42419669032096863
66,2.303409,0.4276326,0.4822892099618912
67,2.3067515,0.35881692,0.26641565561294556
68,2.3894699,0.4906541,0.43202531337738037
69,3.149916,0.37478724,0.3062545508146286
70,3.3179424,0.46579978,0.372803658246994
71,2.844132,0.3913876,0.27044282853603363
72,2.584275,0.3892499,0.319119855761528
73,2.0536942,0.46617842,0.38160379230976105
74,2.9628222,0.46246764,0.345951646566391
75,3.1371996,0.5811625,0.6166999638080597
76,3.0312407,0.47417697,0.4040953069925308
77,2.9992435,0.39760244,0.3713788241147995
78,3.1901817,0.4084969,0.35366927087306976
79,2.8583844,0.31765333,0.15412074327468872
80,2.8163922,0.56691885,0.60223588347435
81,3.2401576,0.52528644,0.4580746740102768
82,2.6086552,0.4878596,0.4121992439031601
83,3.169708,0.45146728,0.42269520461559296
84,1.837478,0.48584768,0.5076543688774109
85,2.8901107,0.6073635,0.6393790543079376
86,2.9927838,0.50943375,0.5347079932689667
87,2.198703,0.53175026,0.552439957857132
88,2.618101,0.43373734,0.31762878596782684
89,2.6649716,0.44311646,0.19837234169244766
90,3.0291889,0.61942554,0.7164533734321594
91,2.9946554,0.32741877,0.25213179737329483
