gen,max fit,avg fit,med fit
0,0.54197073,0.23201495,0.1923874020576477
1,0.9618421,0.18631127,0.10879266262054443
2,2.6466758,0.2248658,0.05380522459745407
3,3.090383,0.5716528,0.6076810956001282
4,2.9917798,0.4340591,0.4449593126773834
5,2.0726035,0.628697,0.6990525126457214
6,1.7577785,0.5845093,0.44116055965423584
7,2.4652908,0.4117252,0.31446510553359985
8,2.7097373,0.46073166,0.3929145932197571
9,1.1179438,0.59437823,0.6244529485702515
10,2.9509583,0.44874644,0.4050877094268799
11,3.2204027,0.4627862,0.23295895755290985
12,1.649489,0.52185595,0.6063886880874634
13,1.6820095,0.51765263,0.36987414956092834
14,0.98339903,0.53544766,0.5340209603309631
15,2.7025547,0.26846918,0.19962668418884277
16,1.7417495,0.56841993,0.5469142198562622
17,2.2058501,0.5092108,0.39838600158691406
18,2.1742857,0.5903264,0.6705194711685181
19,1.3282025,0.5560065,0.5300614237785339
20,1.9635688,0.54775035,0.5314704775810242
21,2.656637,0.43452302,0.3040238916873932
22,3.0066998,0.46490055,0.3297483026981354
23,1.8319726,0.283884,0.13475096225738525
24,1.849044,0.17580795,0.11525747179985046
25,3.023689,0.5823937,0.40008342266082764
26,2.0661635,0.5039714,0.41588515043258667
27,1.7777106,0.6290484,0.7170876860618591
28,2.5284321,0.43323877,0.3912164568901062
29,1.7981926,0.48097908,0.5316629409790039
30,2.526295,0.5610514,0.5268669128417969
31,1.8324296,0.4924698,0.4821975827217102
32,2.1193697,0.4148572,0.39624157547950745
33,1.3942095,0.48102233,0.43333834409713745
34,2.971671,0.52675194,0.5235908627510071
35,1.7538915,0.65015393,0.7252539992332458
36,2.3892658,0.52015096,0.44984835386276245
37,1.8466773,0.31158873,0.2960243821144104
38,1.2848965,0.57430303,0.6519623398780823
39,3.1094892,0.597623,0.5306850075721741
40,2.182709,0.62326866,0.7180441617965698
41,2.2299514,0.6160448,0.7037772536277771
42,2.6289322,0.3874765,0.3147265613079071
43,1.9526135,0.65524244,0.7054393887519836
44,0.9777282,0.50687855,0.46634483337402344
45,1.758937,0.6659061,0.7908895015716553
46,1.6567504,0.3345855,0.2477649748325348
47,2.1210508,0.24158226,0.18128658831119537
48,2.6083326,0.59389544,0.6333621144294739
49,2.4019523,0.5644743,0.5917865037918091
50,2.7430348,0.41684648,0.44720137119293213
51,2.795611,0.49867222,0.4435899257659912
52,3.0999045,0.36464584,0.3288933336734772
53,2.2021978,0.5267464,0.5528512597084045
54,2.3403497,0.48156336,0.4961914122104645
55,2.5512662,0.37544703,0.3162599802017212
56,2.4524548,0.14019284,0.08132502436637878
57,1.8881404,0.5463718,0.5517778396606445
58,1.7840668,0.6554569,0.7359956502914429
59,2.0498903,0.46748066,0.3895706832408905
60,2.7142138,0.5758721,0.6671304106712341
61,2.9722826,0.7227772,0.7810264825820923
62,2.051861,0.5409548,0.540833592414856
63,2.1943479,0.5750314,0.5289261937141418
64,2.2828453,0.6384126,0.6911953091621399
65,2.8249545,0.4027574,0.3744892477989197
66,3.2866197,0.36603335,0.19784633815288544
67,2.240351,0.30695796,0.23669101297855377
68,2.0750427,0.4163108,0.35353952646255493
69,2.0097985,0.64162785,0.6710636019706726
70,2.1243925,0.295435,0.1680586040019989
71,1.6267097,0.5886843,0.6090041399002075
72,3.030706,0.6364197,0.7557204961776733
73,2.1200185,0.49268138,0.42998185753822327
74,2.0404246,0.3665267,0.2449927181005478
75,2.465593,0.5012414,0.49734118580818176
76,2.5204818,0.29727396,0.25739189982414246
77,2.5576456,0.50946206,0.4227835237979889
78,3.1125915,0.43407047,0.3545297384262085
79,2.9224002,0.62353516,0.6440135836601257
80,2.159216,0.5043645,0.5009226202964783
81,2.68115,0.55411893,0.47834908962249756
82,2.7893288,0.54813254,0.4351315200328827
83,2.0351114,0.56211084,0.5474948883056641
84,2.0716941,0.44256133,0.34518328309059143
85,3.0931458,0.5261335,0.5868578553199768
86,1.9548737,0.5774498,0.6021245718002319
87,2.9873755,0.45328313,0.2859974801540375
88,3.0337362,0.6389935,0.7367768287658691
89,1.4546356,0.42299157,0.4326145648956299
90,3.3101141,0.46093735,0.48205363750457764
91,3.090365,0.54168844,0.48370033502578735
92,2.7537193,0.5068089,0.4548874497413635
93,1.767335,0.614189,0.6477611064910889
94,1.7991587,0.59157294,0.6619858145713806
95,2.3449812,0.5005447,0.40642520785331726
96,2.518208,0.53643817,0.6181430816650391
97,2.954336,0.5347078,0.38424214720726013
98,2.7299218,0.3524488,0.2258332222700119
99,1.7951477,0.480317,0.45237699151039124
100,2.956797,0.3767798,0.26470375061035156
